Rank,Club,Country,Level,Elo,From,To
None,Basel,SUI,1,1435.51281738,1951-05-21,1951-05-27
None,Basel,SUI,1,1421.41333008,1951-05-28,1951-05-30
None,Basel,SUI,1,1417.03747559,1951-05-31,1951-06-03
None,Basel,SUI,1,1403.92236328,1951-06-04,1951-06-10
None,Basel,SUI,1,1414.65637207,1951-06-11,1951-06-17
None,Basel,SUI,1,1427.8170166,1951-06-18,1951-08-26
None,Basel,SUI,1,1436.45874023,1951-08-27,1951-09-02
None,Basel,SUI,1,1442.88928223,1951-09-03,1951-09-09
None,Basel,SUI,1,1454.36352539,1951-09-10,1951-09-23
None,Basel,SUI,1,1460.79858398,1951-09-24,1951-09-30
None,Basel,SUI,1,1470.74914551,1951-10-01,1951-10-07
None,Basel,SUI,1,1473.65881348,1951-10-08,1951-10-15
None,Basel,SUI,1,1445.65881348,1951-10-16,1951-10-21
None,Basel,SUI,1,1435.70202637,1951-10-22,1951-10-28
None,Basel,SUI,1,1414.48815918,1951-10-29,1951-11-11
None,Basel,SUI,1,1405.30029297,1951-11-12,1951-11-18
None,Basel,SUI,1,1412.14172363,1951-11-19,1951-11-26
None,Basel,SUI,1,1423.14172363,1951-11-27,1951-12-02
None,Basel,SUI,1,1418.19567871,1951-12-03,1951-12-09
None,Basel,SUI,1,1423.85510254,1951-12-10,1951-12-16
None,Basel,SUI,1,1434.55834961,1951-12-17,1952-02-24
None,Basel,SUI,1,1443.97290039,1952-02-25,1952-03-02
None,Basel,SUI,1,1446.05895996,1952-03-03,1952-03-09
None,Basel,SUI,1,1449.79138184,1952-03-10,1952-03-16
None,Basel,SUI,1,1462.82080078,1952-03-17,1952-03-29
None,Basel,SUI,1,1466.78027344,1952-03-30,1952-04-06
None,Basel,SUI,1,1466.5300293,1952-04-07,1952-04-20
None,Basel,SUI,1,1462.68371582,1952-04-21,1952-04-27
None,Basel,SUI,1,1456.78356934,1952-04-28,1952-05-04
None,Basel,SUI,1,1437.71044922,1952-05-05,1952-05-11
None,Basel,SUI,1,1430.32910156,1952-05-12,1952-05-18
None,Basel,SUI,1,1420.27941895,1952-05-19,1952-05-25
None,Basel,SUI,1,1405.23254395,1952-05-26,1952-05-31
None,Basel,SUI,1,1395.23254395,1952-06-01,1952-06-08
None,Basel,SUI,1,1402.24389648,1952-06-09,1952-06-25
None,Basel,SUI,1,1424.24389648,1952-06-26,1952-08-31
None,Basel,SUI,1,1425.65270996,1952-09-01,1952-09-07
None,Basel,SUI,1,1431.3963623,1952-09-08,1952-09-14
None,Basel,SUI,1,1426.50244141,1952-09-15,1952-09-28
